SquareFeet,Bedrooms,Bathrooms,YearBuilt,Neighborhood_Rural,Neighborhood_Suburb,Neighborhood_Urban,Price
2710,5,3,1965,0.0,0.0,1.0,334308.91214752663
2991,3,2,1994,0.0,1.0,0.0,230683.14994923564
2499,2,1,1987,0.0,1.0,0.0,320829.8688366646
2016,3,1,1968,1.0,0.0,0.0,165496.1776122093
1238,2,2,1975,0.0,0.0,1.0,172001.4615341744
2695,3,2,1985,0.0,0.0,1.0,228417.91107620185
2069,5,1,2021,0.0,1.0,0.0,243866.74247081944
1055,2,2,1969,0.0,0.0,1.0,143279.6441846912
2378,2,1,2020,0.0,1.0,0.0,186745.8956491096
1266,5,3,1968,0.0,0.0,1.0,92841.41038784996
1623,5,2,1987,0.0,0.0,1.0,137721.5798640434
2512,2,3,1953,0.0,1.0,0.0,123278.83054551706
2070,3,1,2006,1.0,0.0,0.0,224286.56280360164
1511,4,3,1962,1.0,0.0,0.0,75381.87769532246
2144,2,2,1965,0.0,1.0,0.0,202283.85441961492
1370,3,2,1957,0.0,1.0,0.0,114837.26686178047
1989,2,3,2015,0.0,0.0,1.0,253758.67876052985
1429,3,2,2003,1.0,0.0,0.0,210134.21417729027
1110,2,1,1965,0.0,0.0,1.0,111978.43298108912
1835,2,2,1975,1.0,0.0,0.0,237491.86086388645
2020,4,3,1996,0.0,1.0,0.0,308666.5345432946
1383,5,1,1985,0.0,1.0,0.0,236817.86352869048
2714,2,3,2015,0.0,0.0,1.0,292936.5811305058
1605,4,3,1977,0.0,1.0,0.0,228434.8987513623
2037,2,1,1964,0.0,1.0,0.0,291578.8092912281
2072,5,2,1952,1.0,0.0,0.0,174647.89252325587
2219,2,2,2002,1.0,0.0,0.0,215518.33955799264
2869,3,1,2002,1.0,0.0,0.0,335237.6547504243
1954,3,3,1988,1.0,0.0,0.0,301390.9661466913
2462,3,2,2017,1.0,0.0,0.0,235910.5917472473
2525,3,3,1987,0.0,1.0,0.0,266155.1395402748
1877,5,2,1977,0.0,1.0,0.0,95189.10720824036
2576,2,1,1955,0.0,0.0,1.0,347968.2065772995
1627,4,1,1970,1.0,0.0,0.0,182730.4232953337
2530,2,1,1973,1.0,0.0,0.0,291016.71829027426
2670,4,2,1975,0.0,0.0,1.0,201973.67885620476
2777,2,1,1963,0.0,0.0,1.0,331596.8579050123
2452,5,2,1961,1.0,0.0,0.0,364024.4172265173
1952,2,2,2018,0.0,1.0,0.0,135204.40350541798
1370,5,1,2002,0.0,1.0,0.0,156033.38183919582
2944,2,1,1996,0.0,1.0,0.0,321152.7015398773
2319,2,2,1982,0.0,1.0,0.0,215308.1147342996
1197,4,1,1971,1.0,0.0,0.0,220029.75117785024
2776,2,1,1990,0.0,0.0,1.0,272386.30037024734
2764,3,3,1994,1.0,0.0,0.0,364431.3166868367
2423,4,1,1993,1.0,0.0,0.0,268716.81387819775
2326,2,3,2002,0.0,1.0,0.0,219346.36668382253
1185,2,2,2015,0.0,0.0,1.0,172490.57708353107
1660,4,2,1954,0.0,0.0,1.0,217855.34596926311
2305,3,2,1986,0.0,1.0,0.0,242072.12396603817
1457,4,2,1990,1.0,0.0,0.0,134078.64666158147
1545,3,1,1999,0.0,0.0,1.0,224733.3643356607
2876,5,2,1993,0.0,1.0,0.0,330841.7732741538
2479,2,3,2019,1.0,0.0,0.0,288186.8484384573
2849,5,3,1991,0.0,1.0,0.0,352909.20250774774
1638,2,1,1993,1.0,0.0,0.0,147884.56565060854
2872,2,3,1968,1.0,0.0,0.0,368323.7889571635
1374,3,1,2004,0.0,0.0,1.0,201039.49635782145
1704,4,3,1983,0.0,0.0,1.0,203600.66238096144
2867,3,1,1976,0.0,1.0,0.0,297382.2076295372
2073,4,1,2008,0.0,1.0,0.0,210683.96914044625
1456,5,3,1970,1.0,0.0,0.0,282091.0043090367
2901,5,1,1959,0.0,0.0,1.0,301220.5587660667
2818,2,3,2001,1.0,0.0,0.0,268959.4951279919
1392,4,1,1999,0.0,1.0,0.0,122149.55639389476
2358,2,3,1986,1.0,0.0,0.0,295901.7232695171
1305,4,3,1989,1.0,0.0,0.0,178603.64642176736
1686,3,3,1972,1.0,0.0,0.0,176411.33940693692
1275,5,1,1988,0.0,1.0,0.0,31616.78864115961
2679,2,3,1979,1.0,0.0,0.0,248815.8568998413
1762,2,2,1987,0.0,1.0,0.0,223232.9155670083
1639,2,3,1952,1.0,0.0,0.0,110120.31622266464
2640,4,3,1989,0.0,0.0,1.0,308881.1031504867
2616,2,2,1984,1.0,0.0,0.0,309713.79573361663
1828,2,2,1954,1.0,0.0,0.0,304242.9812588423
1226,4,2,1952,1.0,0.0,0.0,143758.9758020358
2180,4,2,1994,0.0,0.0,1.0,210500.46372730707
1279,5,2,1974,0.0,0.0,1.0,171980.1845204451
2343,2,2,2007,1.0,0.0,0.0,196703.029854184
1958,3,2,1966,0.0,0.0,1.0,190143.6419839745
2845,4,3,1986,0.0,1.0,0.0,377890.8023928211
2743,4,2,1950,0.0,1.0,0.0,324915.6557593527
2802,3,1,1956,0.0,1.0,0.0,303158.5657433613
2448,3,2,2003,1.0,0.0,0.0,284881.6904445421
2295,4,3,1988,0.0,0.0,1.0,215267.6763444917
2053,5,3,1993,1.0,0.0,0.0,283322.2528739887
2915,2,2,2010,1.0,0.0,0.0,314221.54393727705
1194,3,1,2006,0.0,1.0,0.0,169533.77073870835
1948,4,2,1979,0.0,1.0,0.0,235172.25658923647
1599,5,2,1985,0.0,1.0,0.0,131037.3080762414
1625,2,2,1978,0.0,1.0,0.0,206439.3437261764
1213,3,3,1968,0.0,0.0,1.0,40307.1884703116
2979,4,2,1950,0.0,0.0,1.0,302338.51876822434
2214,3,3,2002,0.0,0.0,1.0,253978.80475126745
2343,5,2,1974,0.0,0.0,1.0,303119.27170433564
2036,2,3,1963,0.0,1.0,0.0,265906.97587288124
2108,3,2,1994,0.0,1.0,0.0,232560.9298087757
2879,2,1,1981,0.0,0.0,1.0,263712.6209378704
2066,3,2,1990,0.0,1.0,0.0,322934.221209714
2375,5,1,2003,0.0,0.0,1.0,268385.68540086946
1768,3,2,2000,0.0,0.0,1.0,142994.67641260184
1099,4,1,1973,0.0,0.0,1.0,170521.8641852378
1394,3,2,1980,1.0,0.0,0.0,163492.34213423036
2489,4,3,2019,0.0,0.0,1.0,248073.0216416773
2702,5,2,1959,0.0,0.0,1.0,342120.1203918225
2686,5,2,2006,0.0,1.0,0.0,316132.3981305601
2075,4,2,1980,1.0,0.0,0.0,251604.67513866487
1403,3,2,1974,1.0,0.0,0.0,166783.777854973
2413,5,2,2005,1.0,0.0,0.0,215815.02770356688
2458,4,2,1991,0.0,1.0,0.0,257733.0485443129
1333,3,2,2007,0.0,0.0,1.0,216942.91397935632
2351,5,3,1995,1.0,0.0,0.0,356111.70876451465
2517,2,2,2012,0.0,1.0,0.0,139158.2707011654
1855,3,2,1972,0.0,1.0,0.0,147913.69697755933
1593,3,1,1966,0.0,0.0,1.0,180680.2334641255
2574,5,3,1969,0.0,0.0,1.0,296775.99646281544
2660,2,2,2001,0.0,1.0,0.0,308820.2538690216
2972,2,2,1971,0.0,1.0,0.0,258558.43397330603
2129,4,3,2011,0.0,0.0,1.0,304960.93071903795
1127,5,1,1952,0.0,0.0,1.0,192754.27307207484
2500,5,2,1967,1.0,0.0,0.0,298731.5664943789
2583,5,1,1987,0.0,1.0,0.0,334361.55870698945
2591,2,2,1999,0.0,0.0,1.0,327305.3098182458
1719,4,2,1977,1.0,0.0,0.0,132177.11290553212
1236,2,3,1998,0.0,0.0,1.0,190309.66811057957
1777,2,1,1997,0.0,0.0,1.0,237735.4765405347
1688,3,1,2008,0.0,0.0,1.0,268642.4438855043
2065,2,1,1980,0.0,1.0,0.0,254327.28168626095
1951,4,2,1978,0.0,1.0,0.0,269614.0149606349
2239,3,2,1954,0.0,0.0,1.0,215722.70659730132
2229,3,1,1986,0.0,1.0,0.0,244147.8172053856
2211,4,1,1987,0.0,1.0,0.0,112758.36975357926
2841,2,2,1994,1.0,0.0,0.0,397560.0102393243
1203,5,3,2006,0.0,1.0,0.0,96373.96510908476
1834,2,2,1980,1.0,0.0,0.0,177327.67791302878
1931,5,2,2000,0.0,1.0,0.0,227143.6829777167
1253,4,1,2012,1.0,0.0,0.0,103152.64364086706
2872,3,1,1960,0.0,1.0,0.0,233052.6586192696
1020,2,3,1954,0.0,0.0,1.0,160945.42123150546
2078,2,1,1971,0.0,1.0,0.0,173981.13083408703
2426,5,2,2015,1.0,0.0,0.0,270217.56442556065
1352,4,2,1992,0.0,1.0,0.0,118387.5412116138
1286,2,3,1954,1.0,0.0,0.0,109019.2040349528
1388,2,1,2016,1.0,0.0,0.0,187190.32243722345
1506,4,3,1964,0.0,1.0,0.0,229980.9363366498
2159,5,1,1986,0.0,1.0,0.0,278525.49599644204
1540,5,2,1974,0.0,1.0,0.0,161969.22005692538
1223,4,3,2021,0.0,0.0,1.0,220354.65441813768
2041,4,1,1959,1.0,0.0,0.0,165731.79680579403
1033,3,3,1985,0.0,1.0,0.0,121785.61754931342
2132,4,2,1970,0.0,1.0,0.0,220248.51627146985
1233,2,1,2011,1.0,0.0,0.0,93800.94483243112
1286,4,1,1963,0.0,0.0,1.0,92340.07941000696
1240,4,1,2000,1.0,0.0,0.0,132809.83530269752
1165,5,1,2016,0.0,0.0,1.0,122238.34272516644
2380,4,2,2007,1.0,0.0,0.0,181498.66744887692
1073,4,1,1994,0.0,1.0,0.0,74479.27721789609
2399,3,2,1997,0.0,1.0,0.0,242922.3552067821
1798,4,3,1976,0.0,0.0,1.0,204481.00967016933
1256,5,1,1959,0.0,1.0,0.0,40834.87532656183
1564,3,1,1987,0.0,1.0,0.0,145104.39678155453
1092,4,3,2011,1.0,0.0,0.0,157007.18048776285
1398,4,2,1964,1.0,0.0,0.0,181831.2745040609
2797,5,1,1954,0.0,1.0,0.0,344184.9770498925
1342,4,1,1953,0.0,1.0,0.0,146863.86093866063
1588,2,3,1959,1.0,0.0,0.0,183659.38984361972
2096,4,2,1998,1.0,0.0,0.0,113391.92676225032
1377,3,2,1992,1.0,0.0,0.0,135486.43913143707
2732,5,1,1975,0.0,1.0,0.0,323278.6508060704
2405,2,1,2014,0.0,1.0,0.0,257395.46030614612
1084,2,1,1954,0.0,0.0,1.0,95162.93136827636
2618,3,2,2005,1.0,0.0,0.0,190868.0583758004
1814,2,3,1990,0.0,0.0,1.0,171104.87164657327
1533,2,2,1977,1.0,0.0,0.0,178925.53876609192
1344,5,2,1992,0.0,1.0,0.0,156045.6535434906
2527,3,2,1989,1.0,0.0,0.0,337931.6757483835
2606,4,3,1982,0.0,1.0,0.0,327165.11963249656
1482,2,1,1957,0.0,0.0,1.0,193237.3475917503
2777,2,3,1957,0.0,0.0,1.0,310019.02240703325
2898,2,3,1974,0.0,1.0,0.0,265770.1533226507
2674,3,2,2003,0.0,0.0,1.0,253405.5608763361
1981,3,3,2014,0.0,1.0,0.0,198755.14636608923
1484,3,1,1973,0.0,0.0,1.0,207328.87830142
2027,4,3,2011,1.0,0.0,0.0,217434.8306550979
2910,5,2,1997,0.0,0.0,1.0,297264.28084789927
1127,4,1,1977,0.0,1.0,0.0,123949.85068420056
1691,4,2,1959,1.0,0.0,0.0,164714.03295089907
2847,5,3,2005,0.0,0.0,1.0,329599.09045815765
2985,4,2,1998,0.0,1.0,0.0,328194.241469154
1864,3,3,2013,0.0,0.0,1.0,181491.42707036287
2693,2,2,2016,0.0,1.0,0.0,318327.1112906443
2013,5,1,1982,0.0,1.0,0.0,154322.25462378268
1003,4,1,1968,1.0,0.0,0.0,115125.88206477532
1182,5,3,1991,1.0,0.0,0.0,148902.48334822868
1203,2,3,2002,1.0,0.0,0.0,108935.7184878746
2488,5,2,1953,0.0,1.0,0.0,268925.6033051253
2231,4,3,1962,1.0,0.0,0.0,172828.09027131676
1488,2,2,1951,1.0,0.0,0.0,159399.51413903068
2356,4,3,2004,0.0,1.0,0.0,207638.48865434583
2907,3,3,1953,0.0,1.0,0.0,278646.9152855948
2358,5,1,1995,0.0,1.0,0.0,384390.8890869279
2772,4,3,2003,0.0,0.0,1.0,254601.11572215453
2698,4,3,2020,0.0,1.0,0.0,296190.54949215904
2744,5,3,2000,1.0,0.0,0.0,306275.9162689041
1332,3,3,1983,0.0,0.0,1.0,175538.08478491288
2815,4,1,1991,1.0,0.0,0.0,373953.0465435085
2866,3,1,2015,0.0,1.0,0.0,345243.74579033465
1717,5,3,2017,1.0,0.0,0.0,149393.5514839202
1214,3,1,2015,0.0,0.0,1.0,167190.47865637304
2591,5,1,1979,0.0,1.0,0.0,306372.60493403743
2286,2,3,1997,0.0,1.0,0.0,181840.1800792849
1377,4,1,1971,0.0,1.0,0.0,178302.20506978597
2277,4,1,2019,0.0,1.0,0.0,231906.90163237712
1392,2,3,2009,0.0,0.0,1.0,191605.01231184704
1311,2,1,1955,0.0,0.0,1.0,34922.68595355825
1605,5,2,1973,0.0,0.0,1.0,225249.0790400319
1403,4,1,1959,1.0,0.0,0.0,138520.3444456361
2672,3,2,1995,0.0,0.0,1.0,254293.4961109761
2835,4,1,1974,0.0,0.0,1.0,195100.4439095842
1719,5,1,2002,1.0,0.0,0.0,257311.31616182183
1499,5,2,1963,0.0,1.0,0.0,214921.7780234472
2374,2,2,1954,0.0,1.0,0.0,309742.88138254086
2475,4,2,1973,1.0,0.0,0.0,214841.4278580389
2804,5,1,1992,0.0,1.0,0.0,341521.49429727864
1958,4,1,1989,1.0,0.0,0.0,299027.8622463163
2628,5,3,1972,0.0,0.0,1.0,297915.3214773704
2553,2,2,1956,0.0,1.0,0.0,320114.15186102386
1821,4,3,1958,1.0,0.0,0.0,181458.20882992848
2353,2,2,2007,1.0,0.0,0.0,259458.44788027575
1151,3,2,1964,1.0,0.0,0.0,143457.0932002926
1278,3,3,1969,0.0,0.0,1.0,72926.03062562352
1853,5,1,1998,0.0,1.0,0.0,243404.27958696923
1821,2,2,1960,0.0,0.0,1.0,191143.25643829853
2332,4,1,1990,1.0,0.0,0.0,213199.85813930395
1106,3,2,1981,0.0,1.0,0.0,221376.15347946063
1562,3,3,2013,1.0,0.0,0.0,89378.55062087673
2506,4,3,1962,1.0,0.0,0.0,325242.9179696288
2214,2,2,1950,0.0,0.0,1.0,206963.4362504141
2134,5,1,1956,0.0,0.0,1.0,277133.9967629435
2188,5,2,1960,0.0,0.0,1.0,247880.96920741684
2203,5,1,1986,0.0,1.0,0.0,189480.418262262
1529,5,1,1980,1.0,0.0,0.0,311517.2878299344
1418,4,2,1965,0.0,0.0,1.0,201934.07675562988
2636,2,1,2002,0.0,0.0,1.0,238731.54831132427
1523,5,2,2006,0.0,0.0,1.0,194501.85480018283
1652,3,2,1950,0.0,0.0,1.0,200034.6104130424
1450,2,2,1956,1.0,0.0,0.0,194075.60430804797
2193,3,3,1981,1.0,0.0,0.0,272913.5561608127
2492,2,1,2016,1.0,0.0,0.0,289701.49031572614
1842,2,2,1974,1.0,0.0,0.0,241749.10106909613
1659,3,3,1984,0.0,0.0,1.0,235157.30516973176
2012,3,3,1963,1.0,0.0,0.0,180701.73501710204
2439,5,3,1952,0.0,0.0,1.0,188072.75267643668
2148,3,1,1964,0.0,1.0,0.0,224219.1128841823
1903,2,2,1960,1.0,0.0,0.0,227307.32278162715
1623,5,1,1989,1.0,0.0,0.0,97451.88145934678
2364,5,3,1983,0.0,1.0,0.0,355359.7658909984
2760,3,1,2000,0.0,1.0,0.0,328078.7932719097
1086,4,1,2004,1.0,0.0,0.0,184783.3399639281
1242,5,3,1979,0.0,0.0,1.0,159625.14218303433
2605,2,2,1970,0.0,0.0,1.0,210421.02347087293
2947,4,3,2020,0.0,0.0,1.0,381917.13169374416
1467,3,3,2002,1.0,0.0,0.0,162586.07397554905
2553,4,2,1990,1.0,0.0,0.0,313370.70056129794
2368,5,3,1958,0.0,1.0,0.0,367716.9296983445
1962,4,3,1986,1.0,0.0,0.0,317796.7315327064
1157,3,2,1984,1.0,0.0,0.0,102863.22359705094
1100,5,1,1964,0.0,0.0,1.0,172839.71667498085
2534,4,3,1994,0.0,1.0,0.0,321143.99285189423
2219,2,2,1986,0.0,1.0,0.0,201048.1229174884
1912,4,1,1958,0.0,0.0,1.0,133431.51928265608
2364,3,1,1986,0.0,0.0,1.0,273159.545913339
2453,2,2,1976,0.0,0.0,1.0,305464.1202098519
2727,3,2,1954,1.0,0.0,0.0,321056.1641792687
2870,4,3,1973,0.0,1.0,0.0,366860.764290933
2945,2,3,1987,0.0,1.0,0.0,194957.0209180709
1477,3,2,1973,1.0,0.0,0.0,219537.38690598548
1472,5,1,1978,1.0,0.0,0.0,145204.49457419975
1913,5,1,2000,0.0,0.0,1.0,362459.0990898908
2896,2,1,2015,0.0,0.0,1.0,254927.236124943
2421,5,2,2001,0.0,0.0,1.0,327871.7181399337
2649,3,2,2000,1.0,0.0,0.0,358652.4307930934
1530,4,2,1959,0.0,0.0,1.0,200521.0962280153
1307,2,3,1969,1.0,0.0,0.0,154716.57739222652
1247,5,2,2011,1.0,0.0,0.0,200494.0239937251
1620,4,2,1966,0.0,1.0,0.0,184916.3046291667
2885,4,2,1999,0.0,1.0,0.0,336793.4311105545
1126,5,3,1989,0.0,1.0,0.0,152519.13964698577
2609,3,3,1961,1.0,0.0,0.0,324703.22556069924
1058,2,3,1955,0.0,1.0,0.0,191220.36999368345
1402,2,2,2014,0.0,0.0,1.0,117117.27549070698
1985,2,1,1964,0.0,1.0,0.0,251286.7483534617
1239,3,3,2010,0.0,1.0,0.0,172661.47811939736
2379,5,1,1974,0.0,0.0,1.0,258146.043331652
1048,3,2,2008,0.0,0.0,1.0,45817.597591981495
1563,4,3,1953,1.0,0.0,0.0,208051.7476354865
2521,4,3,1966,1.0,0.0,0.0,306502.65215044894
2045,2,3,2006,0.0,1.0,0.0,282822.88213965815
1545,2,3,1950,0.0,1.0,0.0,212798.28864576496
1285,2,2,2019,0.0,1.0,0.0,145613.07212214582
2408,3,2,1992,0.0,1.0,0.0,237328.0109537148
2029,2,1,1969,1.0,0.0,0.0,325045.2922285394
2018,2,3,1983,1.0,0.0,0.0,215139.2142016792
2625,4,3,2002,1.0,0.0,0.0,349503.11244088213
2970,2,2,1978,0.0,1.0,0.0,282609.4219732502
1397,2,2,1961,0.0,0.0,1.0,163954.27705286132
1114,3,2,1978,0.0,1.0,0.0,104314.40347272813
1313,3,2,1999,0.0,1.0,0.0,149857.41392073553
2164,4,2,1960,0.0,1.0,0.0,222719.58597343875
1064,3,2,2010,0.0,1.0,0.0,164230.24441578882
1971,5,1,1975,1.0,0.0,0.0,249876.53854963655
1984,5,3,1960,1.0,0.0,0.0,235067.4461220366
2606,5,1,1987,0.0,0.0,1.0,319483.2734791721
1638,2,3,2019,0.0,1.0,0.0,151928.02926359998
1419,5,2,1985,0.0,0.0,1.0,238711.63955741408
2565,2,2,2016,1.0,0.0,0.0,289664.9305553254
1489,2,1,1952,0.0,1.0,0.0,188393.20442644143
2479,3,1,2009,1.0,0.0,0.0,254344.8417808553
1072,2,3,2017,0.0,0.0,1.0,148199.592220626
1550,3,3,1962,1.0,0.0,0.0,133251.35122205658
2309,3,3,1989,1.0,0.0,0.0,214529.5583108556
1944,5,1,1964,1.0,0.0,0.0,267094.2753722232
1647,3,2,2021,0.0,0.0,1.0,108325.42238233278
1279,3,2,1965,0.0,1.0,0.0,181444.53960856432
1936,4,3,1969,0.0,1.0,0.0,218328.52785662413
2679,4,3,2019,1.0,0.0,0.0,365279.2920172597
2652,5,1,1969,1.0,0.0,0.0,217468.2548605189
2539,4,1,1957,1.0,0.0,0.0,305364.6087710595
1686,3,1,1969,0.0,0.0,1.0,178274.49197995197
1690,2,1,1965,0.0,0.0,1.0,278232.589506036
1009,4,1,1998,0.0,1.0,0.0,200890.75365633072
1958,4,3,1982,1.0,0.0,0.0,241565.70575883743
1588,3,1,1957,0.0,0.0,1.0,242498.5834098094
2672,5,1,1977,0.0,1.0,0.0,316580.03475991526
1745,3,2,2014,1.0,0.0,0.0,208465.4726032609
2893,4,2,1962,0.0,1.0,0.0,386754.03192247095
1605,4,3,1969,0.0,0.0,1.0,179153.18196813084
2364,5,2,1973,0.0,1.0,0.0,255838.51553764477
2441,3,2,2005,0.0,1.0,0.0,284261.5211187477
2774,4,3,1991,0.0,0.0,1.0,334436.9252099846
2638,3,1,1991,0.0,0.0,1.0,298249.5793091283
1701,2,3,1996,0.0,0.0,1.0,156863.64765599888
2620,2,3,2020,1.0,0.0,0.0,239524.1495174785
1673,3,2,1967,0.0,0.0,1.0,150318.31396057407
1720,3,1,1987,0.0,1.0,0.0,143360.36408753603
1645,5,3,1996,1.0,0.0,0.0,200168.5902496837
2328,5,1,1960,0.0,0.0,1.0,214097.57027727185
2021,4,2,1968,1.0,0.0,0.0,197990.64002339487
2393,4,2,2003,1.0,0.0,0.0,224573.9332988843
2600,5,2,1997,0.0,1.0,0.0,293428.5837349987
2313,5,2,1960,0.0,0.0,1.0,236599.4915725081
1472,3,3,2002,0.0,1.0,0.0,121405.80700246734
1818,5,2,1991,0.0,1.0,0.0,245467.90427305803
2793,2,2,1958,0.0,1.0,0.0,216293.3844285833
1192,3,1,1997,0.0,0.0,1.0,150881.8979995623
1738,5,3,1992,1.0,0.0,0.0,126754.72139443007
2600,2,2,1960,1.0,0.0,0.0,274915.36046775733
1228,3,2,2019,1.0,0.0,0.0,181127.9597760072
1167,4,2,2012,0.0,1.0,0.0,220131.29533692772
2890,2,2,2020,0.0,0.0,1.0,332108.95732258126
1942,4,3,1974,0.0,0.0,1.0,238273.0711934805
2335,2,1,2017,0.0,0.0,1.0,304521.0900675761
2100,5,2,1966,0.0,1.0,0.0,193463.08288774165
1900,4,3,2002,0.0,0.0,1.0,266440.62915502675
1932,2,1,2004,1.0,0.0,0.0,153796.39136993643
2251,5,3,2008,0.0,0.0,1.0,284171.75677566265
2439,4,3,1984,0.0,0.0,1.0,291953.8558663453
2435,3,3,1983,0.0,1.0,0.0,267310.5125069419
2619,2,3,1992,1.0,0.0,0.0,229747.4822101104
1953,2,2,2012,0.0,1.0,0.0,235811.4708148198
1567,4,2,1979,0.0,0.0,1.0,169012.5677889412
2624,2,2,1976,0.0,1.0,0.0,256206.79007316165
2654,4,2,1993,0.0,0.0,1.0,275600.57591919054
1612,5,3,2013,1.0,0.0,0.0,226682.23040414424
2283,2,2,1951,0.0,1.0,0.0,174931.5492518482
1688,5,3,2016,1.0,0.0,0.0,262690.60642353544
2310,3,1,1974,0.0,1.0,0.0,182593.3292961132
2711,3,2,1977,0.0,1.0,0.0,208968.46345368435
2537,2,3,2009,0.0,1.0,0.0,213258.1167687125
1206,3,3,2012,1.0,0.0,0.0,134717.2563851426
1990,2,2,2021,0.0,0.0,1.0,164283.86255416792
1559,4,3,1985,0.0,0.0,1.0,232102.24044028355
1346,3,2,1960,1.0,0.0,0.0,202013.72604819495
1779,3,1,1992,0.0,1.0,0.0,223150.57880027528
1499,5,1,1971,0.0,1.0,0.0,192430.7730207303
1294,5,2,1965,0.0,1.0,0.0,210962.3841732824
2390,4,1,2018,1.0,0.0,0.0,179711.2286817016
1696,2,2,1965,0.0,1.0,0.0,237581.4664952144
1986,2,3,1963,0.0,0.0,1.0,200602.39358216303
1840,4,1,2013,0.0,1.0,0.0,218343.10623791785
1325,5,1,1961,0.0,0.0,1.0,135148.3609415068
2130,4,3,1953,0.0,0.0,1.0,225517.9661339172
2212,2,2,2006,0.0,1.0,0.0,273977.7959903137
2801,5,1,1980,0.0,1.0,0.0,304008.7959876034
2150,3,1,1997,0.0,0.0,1.0,228047.80073490256
2018,3,3,2011,0.0,0.0,1.0,193893.6329363361
1907,3,3,1984,0.0,1.0,0.0,258638.7897520948
2130,2,2,1987,0.0,1.0,0.0,220083.50285979413
1537,3,2,1998,1.0,0.0,0.0,138438.64575498702
1507,5,1,1977,0.0,0.0,1.0,267480.77566977334
2292,5,2,1993,0.0,0.0,1.0,165632.3992285623
2644,2,1,1990,0.0,0.0,1.0,344425.7622640047
1164,3,2,1985,0.0,1.0,0.0,85643.34476883974
2461,3,1,1967,1.0,0.0,0.0,263330.890171725
2227,5,2,1973,0.0,1.0,0.0,245309.8737224622
1333,3,2,1994,0.0,1.0,0.0,107952.9080662679
2561,3,3,1960,0.0,1.0,0.0,267944.7815178052
2056,4,2,2005,0.0,0.0,1.0,209693.57622793823
1207,2,1,2006,0.0,0.0,1.0,138025.2033226139
1795,3,3,1962,0.0,0.0,1.0,174600.80912256768
2420,4,3,1999,1.0,0.0,0.0,336444.60072761687
2171,5,2,1974,0.0,0.0,1.0,230075.5976030531
1219,3,3,2016,0.0,0.0,1.0,185353.1485306298
1378,5,2,2012,0.0,1.0,0.0,197392.29296763847
1796,3,2,1997,0.0,0.0,1.0,256319.49545896277
1421,5,3,1974,0.0,0.0,1.0,221546.3804248224
1443,4,2,1967,0.0,0.0,1.0,165168.0915811546
2977,5,2,2005,0.0,0.0,1.0,260219.07668887425
2838,4,1,1952,1.0,0.0,0.0,338086.0654425416
2822,2,3,2002,0.0,1.0,0.0,319684.4033481866
2922,3,3,1978,0.0,1.0,0.0,347626.1804031862
2038,5,2,1968,1.0,0.0,0.0,269929.24008296663
1813,3,3,1957,0.0,0.0,1.0,189774.7379181141
2520,4,2,2007,0.0,1.0,0.0,276997.79949040967
2578,5,1,1960,0.0,0.0,1.0,303960.85144657805
1074,3,1,1963,0.0,0.0,1.0,106062.55015377044
2227,5,3,1972,1.0,0.0,0.0,336534.3855138781
1008,4,3,1987,0.0,0.0,1.0,141863.08056931844
2499,2,3,2003,1.0,0.0,0.0,277862.5530433067
1895,5,1,1965,0.0,1.0,0.0,223859.7138118247
1607,4,2,2021,0.0,0.0,1.0,144421.68605274116
2474,4,1,2012,0.0,0.0,1.0,377456.29311292944
2138,3,2,1970,0.0,1.0,0.0,195853.7893344336
2234,2,1,2010,0.0,0.0,1.0,219970.5628602853
1782,4,3,1965,0.0,0.0,1.0,175979.2349779216
2216,4,2,1968,0.0,1.0,0.0,257067.65308583103
1764,2,3,1978,1.0,0.0,0.0,260457.4494373781
1956,5,2,1978,1.0,0.0,0.0,191179.46549111055
1915,4,3,1968,1.0,0.0,0.0,126349.11889806416
2137,2,3,1983,1.0,0.0,0.0,241369.91964093933
1622,5,2,1969,1.0,0.0,0.0,143845.41884837835
2967,4,2,2000,0.0,0.0,1.0,314471.0673094214
2285,5,3,1988,1.0,0.0,0.0,314070.3203561685
2355,3,1,1964,0.0,0.0,1.0,322088.5298303258
1992,3,3,2015,1.0,0.0,0.0,221596.2997285188
1724,2,3,1981,0.0,0.0,1.0,121213.22159871644
1327,5,2,1983,1.0,0.0,0.0,129123.4485066646
1311,3,1,1993,1.0,0.0,0.0,203092.23629828764
2959,5,1,1978,0.0,0.0,1.0,276511.53485471325
1355,3,3,2014,0.0,1.0,0.0,228279.770061393
2614,3,1,1983,0.0,1.0,0.0,252511.96388969632
1252,4,3,2020,0.0,1.0,0.0,142172.59787669615
1482,3,1,1958,1.0,0.0,0.0,152926.41487864967
2276,5,2,1993,0.0,1.0,0.0,305600.091294323
2089,3,1,1965,0.0,0.0,1.0,261726.8113429024
2958,5,1,2008,0.0,0.0,1.0,316149.50872330286
2184,4,3,1961,0.0,1.0,0.0,151513.1131233223
1820,2,1,1956,1.0,0.0,0.0,234635.9367271699
1810,4,1,2011,0.0,0.0,1.0,166257.6045221098
2202,5,3,2011,0.0,0.0,1.0,301512.8518597707
2356,2,2,1958,0.0,1.0,0.0,316289.65474349353
1041,3,3,2021,0.0,0.0,1.0,151614.11807901037
2169,5,1,1952,0.0,1.0,0.0,308763.0994096968
2959,3,3,1990,0.0,0.0,1.0,384570.7364514372
1556,5,1,1953,0.0,0.0,1.0,188449.77560958
